نام محصول,لینک محصول,متن کامنت,تعداد لایک,خریدار,تاریخ ثبت,احساس نظر,اطمینان احساس,دسته‌بندی‌ها,دسته اصلی
رژ لب مایع ساتین مات,https://www.khanoumi.com/products/callista-stain-matt-lip-gloss-19720,"من سه رنگشو از خانومی خریدم
L85 و L82 واقعا ملایمه مناسب استفاده روزانس مخصوصا L85 که یه شاین خیلی ناز
L83 هم از اونچه که تصور میکردم پررنگ تره و برخلاف رنگش که کالباسی نوشته شده بیشتر تناژ بنفش داره
کیفیت و ماندگاریشون هم قابل قبوله",5,true,2021-06-16T19:25:09+00:00,خنثی,0.35,محصول,محصول
رژ لب مایع ساتین مات,https://www.khanoumi.com/products/callista-stain-matt-lip-gloss-19720,عالیییی از هر نظر.سبک و خوش دست,1,true,2021-06-15T01:19:06+00:00,مثبت,0.67,سایر,سایر
رژ لب مایع ساتین مات,https://www.khanoumi.com/products/callista-stain-matt-lip-gloss-19720,من رنگ L85رو دارم واقعا عالیه و خیلی دوستش دارم,1,false,2021-06-15T00:39:51+00:00,مثبت,0.79,محصول,محصول
رژ لب مایع ساتین مات,https://www.khanoumi.com/products/callista-stain-matt-lip-gloss-19720,رژلبای کالیستا واقعااا همشون باکیفیتن هرمدلشو‌داشتم راضی بودم,1,true,2021-06-14T19:19:27+00:00,مثبت,0.67,محصول,محصول
رژ لب مایع ساتین مات,https://www.khanoumi.com/products/callista-stain-matt-lip-gloss-19720,من دارم ازشون هم کالباسی  هم سرخابی واقعا مخملیه روی لب سنگینی احساس نمیشه,1,false,2021-06-14T18:23:57+00:00,خنثی,0.35,سایر,سایر
رژ لب مایع ساتین مات,https://www.khanoumi.com/products/callista-stain-matt-lip-gloss-19720,L83 خریدم خوبه ها ولی کالباسی که بفنش نمیشه! بیشتر بنفشه تا کالباسی رژ کالباسی دارم مایل به قهوه‌ای اون کالباسیه,0,true,2021-05-25T10:53:49+00:00,مثبت,0.79,سایر,سایر
رژ لب مایع ساتین مات,https://www.khanoumi.com/products/callista-stain-matt-lip-gloss-19720,من رنك L86 خريدم خيلي خوبه خوشرنگه جنسش عاليه بسيار سبك بسيار موندگار درعين حال ماندگاريش مث رژ هاي ٢٤ ساعته پاك كردنش سخت نيست و خيلي خوب مات ميشه ,4,true,2020-09-29T06:20:04+00:00,مثبت,0.91,محصول,محصول
رژ لب مایع ساتین مات,https://www.khanoumi.com/products/callista-stain-matt-lip-gloss-19720,رژلب مات و خیلی خیلی سبکیه و اصلا چسبناک نیست,11,true,2020-07-16T05:38:55+00:00,مثبت,0.67,اصل بودن کالا,اصل بودن کالا
رژ لب مایع ساتین مات,https://www.khanoumi.com/products/callista-stain-matt-lip-gloss-19720,من شماره L83رو خریدم خیلی خوشرنگه سبکه و اصلا رو لب حس نمیشه حالت چسبندگی هم نداره . راضیم ازش.,14,true,2020-06-15T20:36:53+00:00,منفی,0.67,محصول | اصل بودن کالا,اصل بودن کالا
رژ لب مایع ساتین مات,https://www.khanoumi.com/products/callista-stain-matt-lip-gloss-19720,رنگش خوبه ولی خیلی رو لب خشک میشه,1,false,2020-04-29T14:16:31+00:00,مثبت,0.79,محصول,محصول
رژ لب مایع ساتین مات,https://www.khanoumi.com/products/callista-stain-matt-lip-gloss-19720,شماره L86 تو سایت نوشته بژ نارنجی،تو عسای تست رنگش یه جا واقعا نارنجیه یه جا صورتی،خودمم خریدم صورتیه اصلا هیچ ربطی به رنگ نارنجی نداره ,11,true,2020-01-08T17:22:20+00:00,مثبت,0.67,محصول | اصل بودن کالا,محصول
رژ لب مایع ساتین مات,https://www.khanoumi.com/products/callista-stain-matt-lip-gloss-19720,من شماره ۸۳ این رژ رو گرفتم. خیلی خوشرنگه. کمی حالت بنفش روشن داره. ولی یکم چسبناکه و پاک کردنش با ارایش پاک کن هم سخته!!!,5,true,2020-01-05T23:34:59+00:00,خنثی,0.35,محصول,محصول
رژ لب مایع ساتین مات,https://www.khanoumi.com/products/callista-stain-matt-lip-gloss-19720,رنگ و موندگاریش خوبه، اما خیلی رولب خشک میشه ,2,false,2019-12-04T05:15:14+00:00,مثبت,0.79,محصول,محصول
رژ لب مایع ساتین مات,https://www.khanoumi.com/products/callista-stain-matt-lip-gloss-19720,من شماره ی L86 رو دارم هم رنگش خوبه هم موندگاریش و کلا راضیم,4,false,2019-11-19T21:28:27+00:00,مثبت,0.95,محصول,محصول
رژ لب مایع ساتین مات,https://www.khanoumi.com/products/callista-stain-matt-lip-gloss-19720,💋 عالی ,2,true,2019-11-13T23:00:49+00:00,مثبت,0.67,سایر,سایر
رژ لب مایع ساتین مات,https://www.khanoumi.com/products/callista-stain-matt-lip-gloss-19720,واای من ک عاشق این مدلم،اصلا پاک نمیشه،واقعا ازش راضیم ،اینی ک من دارم شماره L85 هست و توش اکلیل ریز داره💛,1,true,2019-11-13T20:54:19+00:00,مثبت,0.67,اصل بودن کالا,اصل بودن کالا
رژ لب مایع ساتین مات,https://www.khanoumi.com/products/callista-stain-matt-lip-gloss-19720,"رو لب مات میشه و چسبندگی نداره! ماندگاریش هم خوبه 
رنگ های تو عکس l83و l86 هستند 
بوی خوبی هم داره که من دوسش دارم😊",5,false,2019-10-26T22:39:46+00:00,مثبت,0.91,محصول,محصول
رژ لب مایع ساتین مات,https://www.khanoumi.com/products/callista-stain-matt-lip-gloss-19720,ال ۸۳ هست و خیلی ازش راضیم فقط یک مقدار چسبناکه,1,true,2019-10-25T18:30:09+00:00,مثبت,0.79,سایر,سایر
رژ لب مایع ساتین مات,https://www.khanoumi.com/products/callista-stain-matt-lip-gloss-19720,من رنگ L 83 رو دارم . رنگ بسیار زیبایی هست . این رژ بوی خیلی خوبی داره و کاملا مات هست و ماندگاری بسیار بالایی داره .,3,true,2019-10-25T00:27:47+00:00,مثبت,0.79,محصول,محصول
رژ لب مایع ساتین مات,https://www.khanoumi.com/products/callista-stain-matt-lip-gloss-19720,من شمارهL91رو دارم و رنگ و بافتش عالیه عالی,1,true,2019-10-13T14:39:31+00:00,مثبت,0.91,محصول,محصول
رژ لب مایع ساتین مات,https://www.khanoumi.com/products/callista-stain-matt-lip-gloss-19720,خیلی خوش رنگ با ماندگاری بالا و سبک ,1,true,2019-10-05T13:03:43+00:00,خنثی,0.35,محصول,محصول
رژ لب مایع ساتین مات,https://www.khanoumi.com/products/callista-stain-matt-lip-gloss-19720,محصول خوبیه، پیگمنت خوبی داره اما کاش رنگ بندی بیشتری داشت.. من به شخصه رژ مایع مای رو بیشتر دوست دارم!,2,false,2019-10-05T00:27:16+00:00,مثبت,0.79,محصول,محصول
رژ لب مایع ساتین مات,https://www.khanoumi.com/products/callista-stain-matt-lip-gloss-19720,من شماره L83 وL86 رو دارم.از رنگ جفتشون راضیم 😍 هم بوی خوبی دارن  هم اینکه روی لب سبکه و حس نمیشه .واسه رنگ بیشتر هم دوبار باید بزنی رو لب و با یه بار زدن یه رنگ طبیعی و خوبی میده😊در کل نسبت به قیمت از همه چیییش راضی ام!,1,true,2019-10-03T18:22:20+00:00,مثبت,0.95,محصول | قیمت,محصول
رژ لب مایع ساتین مات,https://www.khanoumi.com/products/callista-stain-matt-lip-gloss-19720,خیلی ترک ترک میشه روی لب من راضی نبودم. اصلا ظاهر جالبی نداره روی لب,2,true,2019-08-10T13:34:25.26+00:00,منفی,0.79,محصول | اصل بودن کالا,اصل بودن کالا
رژ لب مایع ساتین مات,https://www.khanoumi.com/products/callista-stain-matt-lip-gloss-19720,رنگ نارنجیش خیلی بدرنگه واقعا ولی صورتیش خوبه خیلی رنگ نازی داره,3,false,2019-07-21T13:19:32.0166667+00:00,ترکیبی,0.79,محصول,محصول
رژ لب مایع ساتین مات,https://www.khanoumi.com/products/callista-stain-matt-lip-gloss-19720,L85 صورتی بنفش نیست :O رنگ آجری گلبهی داره. خیلی نزدیک به L86,3,true,2019-07-19T14:53:25.61+00:00,خنثی,0.35,محصول,محصول
رژ لب مایع ساتین مات,https://www.khanoumi.com/products/callista-stain-matt-lip-gloss-19720,بدون سرب نیست ؟؟؟,0,false,2019-07-02T13:34:23.0133333+00:00,مثبت,0.67,سایر,سایر
رژ لب مایع ویوید شاین ,https://www.khanoumi.com/products/callista-vivid-shine-lip-gloss-19721,رنگ 36,0,false,2026-08-05T00:26:06.4996377+03:30,خنثی,0.35,محصول,محصول
رژ لب مایع ویوید شاین ,https://www.khanoumi.com/products/callista-vivid-shine-lip-gloss-19721,"رنگ 33 رو گرفتم خیلی دوسش دارم منتها ایرادش اینه که اصلا ماندگاری نداره اما اگه زیرش یه رژ لب دیگه استفاده کنید بعد اینو بزنید اینجوری بهتره.
پکیجینگ کالیستا هم که عالییی",0,false,2026-07-16T12:36:40.8477736+03:30,مثبت,0.79,محصول | اصل بودن کالا,محصول
رژ لب مایع ویوید شاین ,https://www.khanoumi.com/products/callista-vivid-shine-lip-gloss-19721,چسب ناک,0,true,2026-07-12T18:15:00.7193901+03:30,خنثی,0.35,سایر,سایر
رژ لب مایع ویوید شاین ,https://www.khanoumi.com/products/callista-vivid-shine-lip-gloss-19721,رنگ‌34 گذفتم هم غلیظه تم رنگش خوبه وکیفیت کالیستا هم چیزاش خوبه مخصوصا من که ابام حساسه و سوزش میده به چیزای فیک و با این قیمت کناسب بیرون فک کنم دو براربره,0,true,2026-07-10T17:12:50.8723077+03:30,مثبت,0.91,محصول | اصل بودن کالا | قیمت,محصول
رژ لب مایع ویوید شاین ,https://www.khanoumi.com/products/callista-vivid-shine-lip-gloss-19721,این لیپ گلاس شماره 33 زیباترین و خوشرنگ ترین لیپ گلاسیه که میتونید تهیه کنید ولی یه بدی داره اونم اینکه خیلی چسبناکه,0,true,2026-07-05T11:32:38.0824382+03:30,منفی,0.67,محصول,محصول
رژ لب مایع ویوید شاین ,https://www.khanoumi.com/products/callista-vivid-shine-lip-gloss-19721,من رنگ 36 رو گرفتم خیلی کم رنگه و انگار که رنگ لب خودته و تغییر زیادی ایجاد نمیکنه یک برق کمی به لب میده,0,true,2026-05-31T14:14:51.3754313+03:30,خنثی,0.35,محصول,محصول
رژ لب مایع ویوید شاین ,https://www.khanoumi.com/products/callista-vivid-shine-lip-gloss-19721,خوب بود رنگش و خوشبویه فقط فک میکردم بزرگتر باشه و شاینش بیشتر باشهه,0,true,2026-05-23T16:11:27.2036743+03:30,مثبت,0.79,محصول,محصول
رژ لب مایع ویوید شاین ,https://www.khanoumi.com/products/callista-vivid-shine-lip-gloss-19721,من دوستش ندارم،یه حالت چسناک روی لب درست میکنه,0,false,2026-05-20T12:34:33.5482525+03:30,خنثی,0.35,سایر,سایر
رژ لب مایع ویوید شاین ,https://www.khanoumi.com/products/callista-vivid-shine-lip-gloss-19721,من برند شون رو ترجیح میدم ب این برند ، این همه تعریف فکر میکنم زیادی هست برای این محصول....,0,true,2026-05-01T20:28:07.874955+03:30,خنثی,0.35,محصول,محصول
رژ لب مایع ویوید شاین ,https://www.khanoumi.com/products/callista-vivid-shine-lip-gloss-19721,قرمز گوجه ای گرفتم و خیلی بهم میاد، رنگ پوستم سفیده البته غلیظ نمیزنم و با دستم فِید میکنم، خیلی قشنگ میشه. موندگاریشم عالیه، پوست لبم رو هم خشک نکرد.,0,true,2026-05-01T02:59:22.0897783+03:30,مثبت,0.79,محصول,محصول
رژ لب مایع ویوید شاین ,https://www.khanoumi.com/products/callista-vivid-shine-lip-gloss-19721,عالی بود ،خیلی دوسش داشتم من سه رنگشو خریدم تا الان عالی بوده,0,true,2026-04-30T14:07:21.137876+03:30,مثبت,0.95,محصول,محصول
رژ لب مایع ویوید شاین ,https://www.khanoumi.com/products/callista-vivid-shine-lip-gloss-19721,متاسفانه خیلی چسبناک هست,0,true,2026-04-29T16:04:40.8755942+03:30,منفی,0.67,سایر,سایر
رژ لب مایع ویوید شاین ,https://www.khanoumi.com/products/callista-vivid-shine-lip-gloss-19721,"من اصلااااا دوسش نداشتم
پولمو ریختم دور
خیلی چسبناکه
افتضاح",0,true,2026-04-27T11:40:59.4378367+03:30,ترکیبی,0.66,محصول | اصل بودن کالا,محصول
رژ لب مایع ویوید شاین ,https://www.khanoumi.com/products/callista-vivid-shine-lip-gloss-19721,من تازه رسید دستم رنگ 33 همیشه دنبال این رنگش بودم موجود نبود بالاخره تونستم بخرم خیلی دوسش دارم دنبالش بودم عاشق رنگش شده بودم حالت چسبندگی داره اگه چندلایه بزنید رنگش پررنگ تر و کالباسی تیره تر میشه ولی انگار خود لبه فقط زیباتر و طبیعی زیباتر شده و برقشم زیاد نیست متوسطه خوبه من کع خیلی دوسش دالم بوشم فکرمیکردم خیلی باشه ولی ملایم بود و ته بوی حوبی داشت فقط خودم چن دور زدم بنظرم قشنگه چنددورش انقضا هم خیلی داره عکس گرفتم ببینید اصلا هم باز نشده بود تازه تازه باز شدنش خودم باز کردم قبلش تمیز و پلمپ بود فرچه رژش اگه رنگایه دیگش شارز شه میخرم باز بنظرم خوبه بااین قیمتش واسه دم دست خیلی ب کاره رژش و می ارزه همه جوره.,0,true,2026-04-25T12:33:35.6208469+03:30,منفی,0.67,محصول | تحویل و ارسال | اصل بودن کالا | قیمت,اصل بودن کالا
رژ لب مایع ویوید شاین ,https://www.khanoumi.com/products/callista-vivid-shine-lip-gloss-19721,واقعا عاشقشونم کیفیتشون عالیه من بی رنگ و شماره های 33 و 40 و صورتی کمرنگشو داشتم که عآااااالی بودن قشنگ لب رو شیشه ای میکنه,0,false,2026-04-20T00:58:13.1049756+03:30,مثبت,0.79,محصول,محصول
رژ لب مایع ویوید شاین ,https://www.khanoumi.com/products/callista-vivid-shine-lip-gloss-19721,"من 33 رو خریدم 
در کل خوبه
اما رنگش واسه پوستای تناژ سرد خوب نیست.",0,true,2026-04-19T15:36:41.854749+03:30,مثبت,0.67,محصول,محصول
رژ لب مایع ویوید شاین ,https://www.khanoumi.com/products/callista-vivid-shine-lip-gloss-19721,کد 37 رو سفارش دادم ، متاسفانه بافتش سفته و شاینی نیست! من بخاطر شاینی بودنش سفارش دادم.,0,true,2026-04-18T15:59:31.161031+03:30,منفی,0.67,محصول,محصول
رژ لب مایع ویوید شاین ,https://www.khanoumi.com/products/callista-vivid-shine-lip-gloss-19721,من رنگ کرم صورتی کد 33 رو خریدم. چسبنده و براقه ولی تا چیزی نخوردی زود پاک نمیشه.,0,true,2026-04-11T15:43:29.9496187+03:30,خنثی,0.35,محصول,محصول
رژ لب مایع ویوید شاین ,https://www.khanoumi.com/products/callista-vivid-shine-lip-gloss-19721,من رنگ اس 33 گرفتم بوی خوبی داره چسبندگی و‌سنگینی داره ولی شاین دونه ای نداره خودش براقیت قشنگی داره بازم میخرم رنگای دیگشو.,0,true,2026-04-01T12:33:05.2279132+03:30,مثبت,0.67,محصول,محصول
رژ لب مایع ویوید شاین ,https://www.khanoumi.com/products/callista-vivid-shine-lip-gloss-19721,رنگ اس 33 گرفتم شاین خیلی شیکی داره دوسش دارم فقط اونقدرهم دووم نداره نسبت ب برق لب خوبه,0,true,2026-03-26T19:03:32.327944+03:30,مثبت,0.79,محصول,محصول
رژ لب مایع ویوید شاین ,https://www.khanoumi.com/products/callista-vivid-shine-lip-gloss-19721,من شماره ی 33رو سفارش دادم از خریدم خیلی راضیم ممنون از خانومی,0,true,2026-03-19T15:06:41.7779197+03:30,مثبت,0.91,سایر,سایر
رژ لب مایع ویوید شاین ,https://www.khanoumi.com/products/callista-vivid-shine-lip-gloss-19721,بافت به شدت سنگین و نسبتا چسبناکی داره رو لب,0,true,2026-03-18T18:58:13.8244703+03:30,خنثی,0.35,محصول,محصول
رژ لب مایع ویوید شاین ,https://www.khanoumi.com/products/callista-vivid-shine-lip-gloss-19721,بوی و بافت خیلی خوبی داره، به نسبت لیپ گلاس های دیگه برق کمتر و رنگ و پیگننت بیشتری داره، اپلیکاتورش اصلا خوب نیست چون نرمه و همش خم میشه با این وجود بخاطر ایرانی بودن و قیمت مناسب پیشنهادش میکنم,0,true,2026-03-11T13:48:33.4957611+03:30,مثبت,0.67,محصول | اصل بودن کالا | قیمت,محصول
رژ لب مایع ویوید شاین ,https://www.khanoumi.com/products/callista-vivid-shine-lip-gloss-19721,"رنگ اس 36 رو گرفتم ولی خوشگل نبود با این همه تعریف..
رنگ زیادی نداره باید خیلی بزنید که کلا چسبناک و سنگین میشه،بوی خوبی داره",0,true,2026-02-13T20:06:56.3260032+03:30,مثبت,0.67,محصول,محصول
رژ لب مایع ویوید شاین ,https://www.khanoumi.com/products/callista-vivid-shine-lip-gloss-19721,فک می کنم بیشتر لیپ گلاسه، رنگ 33و 36روگرفتم ملایم و سبکه، یه مقدارم به لب حجم میده,0,true,2026-02-10T12:44:57.092331+03:30,خنثی,0.35,محصول,محصول
رژ لب مایع ویوید شاین ,https://www.khanoumi.com/products/callista-vivid-shine-lip-gloss-19721,خیلی زیباست خیلی برای پوستای روشن,0,true,2026-02-01T19:43:56.6147306+03:30,خنثی,0.35,محصول,محصول
رژ لب مایع ویوید شاین ,https://www.khanoumi.com/products/callista-vivid-shine-lip-gloss-19721,وافعا از خریدش راضی هستم بازهم تمدید میکنم,0,true,2026-01-29T19:13:59.4235922+03:30,مثبت,0.67,سایر,سایر
رژ لب مایع ویوید شاین ,https://www.khanoumi.com/products/callista-vivid-shine-lip-gloss-19721,رنگ 33 قشنگترین رنگیه که تاحالا داشتم و خریدم ، خیلی دوسش دارم ممنون از خانومی.,0,true,2026-01-28T19:34:39.0495796+03:30,مثبت,0.67,محصول,محصول
رژ لب مایع ویوید شاین ,https://www.khanoumi.com/products/callista-vivid-shine-lip-gloss-19721,با اینکه بافت چربی داره و لب ها اولش به هم یکم میچسبند ولی بعدش بهتر میشه و شماره 36 رنگش زیباست واقعا,0,true,2026-01-28T19:31:23.8902853+03:30,خنثی,0.35,محصول,محصول
رژ لب مایع ویوید شاین ,https://www.khanoumi.com/products/callista-vivid-shine-lip-gloss-19721,عالی,0,false,2026-01-28T14:00:56.5795369+03:30,مثبت,0.67,سایر,سایر
