نام محصول,لینک محصول,متن کامنت,تعداد لایک,خریدار,تاریخ ثبت,احساس نظر,اطمینان احساس,دسته‌بندی‌ها,دسته اصلی
پنکک برنزه کننده پوست,https://www.khanoumi.com/products/bourjois-chocolate-blush-158,من از این رژ گونه حتما میخوام خواهشا موجود کنید. خیلی رنگو کیفیتش عالیه قبلا داشتم و الان تموم کردم. ,25,false,2015-05-23T23:13:54.7333333+00:00,مثبت,0.79,محصول,محصول
کرم ضد آفتاب رنگی 50 پلاس پوست های خشک,https://www.khanoumi.com/products/very-high-protection-mineral-sun-screen-emulsion-164,رنگ بندی نداره ؟ رنگش روشن هست یا تیره ؟,4,true,2017-11-02T09:42:59.2966667+00:00,خنثی,0.35,محصول,محصول
کرم ضد آفتاب رنگی 50 پلاس پوست های خشک,https://www.khanoumi.com/products/very-high-protection-mineral-sun-screen-emulsion-164,لطفا بیارید دیگه وقتشه بخریم,2,false,2017-04-16T15:41:54.4133333+00:00,خنثی,0.35,سایر,سایر
کرم ضد آفتاب رنگی 50 پلاس پوست های خشک,https://www.khanoumi.com/products/very-high-protection-mineral-sun-screen-emulsion-164,لطفا بیارید دیگه وقتشه بخریم,2,false,2017-04-16T15:41:54.1933333+00:00,خنثی,0.35,سایر,سایر
کرم ضد آفتاب رنگی 50 پلاس پوست های خشک,https://www.khanoumi.com/products/very-high-protection-mineral-sun-screen-emulsion-164,چرا این محصول رو موجود نمی کنید؟ خیلی وقته منتظرم,0,false,2016-06-12T12:54:12.9366667+00:00,خنثی,0.35,محصول,محصول
کرم ضد آفتاب رنگی 50 پلاس پوست های خشک,https://www.khanoumi.com/products/very-high-protection-mineral-sun-screen-emulsion-164,بهترینه,1,false,2015-07-11T16:04:56.25+00:00,مثبت,0.67,سایر,سایر
شامپو ضد شوره Node Ds+ حجم 30 میلی لیتر,https://www.khanoumi.com/products/bioderma-shampoo-node-ds-166,این شامپو سولفات داره یا فاقد سولفاته؟ م,1,false,2019-10-03T11:59:28+00:00,خنثی,0.35,محصول,محصول
شامپو ضد شوره Node Ds+ حجم 30 میلی لیتر,https://www.khanoumi.com/products/bioderma-shampoo-node-ds-166,لطفا این شامپو رو بزارین شانس🙏🙏🙏🙏🙏🌿🌿🌿🌿💖💖💖💖,25,false,2017-10-29T23:16:55.0633333+00:00,خنثی,0.35,محصول,محصول
شامپو ضد شوره Node Ds+ حجم 30 میلی لیتر,https://www.khanoumi.com/products/bioderma-shampoo-node-ds-166,شانس لطفاً 🙏 ,29,false,2017-09-22T13:23:03.28+00:00,خنثی,0.35,سایر,سایر
کرم دورچشم و لب درمودنسی فایر حجم 15 میلی لیتر,https://www.khanoumi.com/products/eucerin-dermo-densifyer-eye-and-lip-spf-15-167,"سلام 
من 35 سالمه میخواستم بدونم اشکالی داره این کرم رو مصرف کنم و اینکه آیا برای خطوط خنده من تاثیر داره؟",5,false,2018-08-27T09:53:26.1533333+00:00,منفی,0.67,محصول,محصول
کرم دورچشم و لب درمودنسی فایر حجم 15 میلی لیتر,https://www.khanoumi.com/products/eucerin-dermo-densifyer-eye-and-lip-spf-15-167,"براي چه سني قابل استفاده است؟
لطفا تو توضيحات محصولات سن استفاده رو ذكر كنيد",17,false,2018-02-24T20:54:05.1033333+00:00,خنثی,0.35,محصول,محصول
کرم دورچشم و لب درمودنسی فایر حجم 15 میلی لیتر,https://www.khanoumi.com/products/eucerin-dermo-densifyer-eye-and-lip-spf-15-167," با سلام
از این کرم دور چشم راضی بودم الان 2 هفتس که به طور مداوم صبح و شبا استفاده میکنم و درسته که هنوز زوده واسه نظر اثربخش بودن محصول  ولی خوب سبک بودن و جذب سریع از خصوصیات خوب این محصوله 
وقتی این محصول رو برای شهرستان سفارش دادم فکر می کردم 5 الی 6 روز ارسال ان طول بکشه ولی با نهایت تعجب خیلی خیلی سریع صبح روز بعد به دستم رسید. 

با تشکر از تیم تخصصی خانومی ",25,true,2018-01-24T08:55:16.35+00:00,مثبت,0.91,محصول | تحویل و ارسال,محصول
کرم  دور چشم ضد چروک هیالورون فیلر حجم 15 میلی لیتر,https://www.khanoumi.com/products/eucerin-wrinkle-filling-treatment-eye-spf15-168,وقتی تاریخ انقضا قید نمیشه کنار محصول  یعنی حداقل تا ۶ماه انقضا دارن,9,false,2019-08-19T19:33:51.6966667+00:00,خنثی,0.35,محصول,محصول
کرم  دور چشم ضد چروک هیالورون فیلر حجم 15 میلی لیتر,https://www.khanoumi.com/products/eucerin-wrinkle-filling-treatment-eye-spf15-168,سلام - تاریخ دقیق انقضاش کیه؟,33,false,2019-08-06T15:36:53.9033333+00:00,خنثی,0.35,سایر,سایر
کرم  دور چشم ضد چروک هیالورون فیلر حجم 15 میلی لیتر,https://www.khanoumi.com/products/eucerin-wrinkle-filling-treatment-eye-spf15-168,"میشه تاریخ انقضای دقیق و لطف کنین؟
ممنون ",40,false,2019-08-01T11:50:55.41+00:00,مثبت,0.67,سایر,سایر
کرم  دور چشم ضد چروک هیالورون فیلر حجم 15 میلی لیتر,https://www.khanoumi.com/products/eucerin-wrinkle-filling-treatment-eye-spf15-168,بهترین کرم دور چشم ،راضی م ازش😊,4,true,2019-08-01T11:47:26.4333333+00:00,مثبت,0.79,محصول,محصول
کرم  دور چشم ضد چروک هیالورون فیلر حجم 15 میلی لیتر,https://www.khanoumi.com/products/eucerin-wrinkle-filling-treatment-eye-spf15-168,دکتر پوست این کرمو به من معرفی کرد.راضیم,3,true,2019-07-26T10:39:16.5733333+00:00,مثبت,0.79,محصول,محصول
کرم  دور چشم ضد چروک هیالورون فیلر حجم 15 میلی لیتر,https://www.khanoumi.com/products/eucerin-wrinkle-filling-treatment-eye-spf15-168,الناز عزیر برند اوسرین برند آلمانی است اما در کشور های مختلفی تولید میشود. محصولی که به دست شما رسیده دارای لیبل اصالت وزارت بهداشت است تا بتوانید از اصالت کلا اطمینان حاصل بفرمایید. ,0,false,2019-07-20T16:52:14.3733333+00:00,مثبت,0.67,اصل بودن کالا | محصول | تحویل و ارسال,اصل بودن کالا
کرم  دور چشم ضد چروک هیالورون فیلر حجم 15 میلی لیتر,https://www.khanoumi.com/products/eucerin-wrinkle-filling-treatment-eye-spf15-168,امروز من ازتون خريدم پس چرا روش زده ساخت لهستان در صورتيكه بايد ساخت آلمان باشه,9,true,2019-07-18T15:04:21.8633333+00:00,خنثی,0.35,سایر,سایر
کرم  دور چشم ضد چروک هیالورون فیلر حجم 15 میلی لیتر,https://www.khanoumi.com/products/eucerin-wrinkle-filling-treatment-eye-spf15-168,سلام خسته نباشیدمن میخوام این دورچشم بخرم اگه میشه لطف کنین تاریخ دقیق انقضاشوبنویسین چون نوشتین حدودپنج ماه,36,false,2019-07-09T16:03:31.2766667+00:00,خنثی,0.35,سایر,سایر
کرم  دور چشم ضد چروک هیالورون فیلر حجم 15 میلی لیتر,https://www.khanoumi.com/products/eucerin-wrinkle-filling-treatment-eye-spf15-168,واقعا عالیه من توی تخفیف ویژه خریدم با قیمت۹۹ت .غلظتش مناسبه و سریع جذب میشه من توی اولین استفاده واقعا کیفیتشو پسندیدم قبلا کیو وی استفاده میکردم اصن قابل مقایسه با این برند نیست,13,true,2019-07-04T19:23:06.8066667+00:00,مثبت,0.79,قیمت | محصول,قیمت
کرم  دور چشم ضد چروک هیالورون فیلر حجم 15 میلی لیتر,https://www.khanoumi.com/products/eucerin-wrinkle-filling-treatment-eye-spf15-168,"نگین عزیز
این کرم برای 30 سال به بالا توصیه میشود
",30,false,2018-06-11T10:15:41.5333333+00:00,مثبت,0.67,محصول,محصول
کرم  دور چشم ضد چروک هیالورون فیلر حجم 15 میلی لیتر,https://www.khanoumi.com/products/eucerin-wrinkle-filling-treatment-eye-spf15-168,براي زير ٣٠ سال مناسب؟؟؟؟,19,false,2018-06-09T14:35:35.06+00:00,خنثی,0.35,سایر,سایر
کرم  دور چشم ضد چروک هیالورون فیلر حجم 15 میلی لیتر,https://www.khanoumi.com/products/eucerin-wrinkle-filling-treatment-eye-spf15-168,لطفا این کرم دور چشم رو در شانس10:10 قرار بدین؟ و بگید محصول سایتتون ساخت المانه یا ساخت لهستان؟ متشکرم,43,false,2017-07-19T12:17:03.56+00:00,منفی,0.67,محصول,محصول
کرم  دور چشم ضد چروک هیالورون فیلر حجم 15 میلی لیتر,https://www.khanoumi.com/products/eucerin-wrinkle-filling-treatment-eye-spf15-168,محدودیت سنی ندارد؟؟,23,false,2017-01-27T00:10:58.5066667+00:00,خنثی,0.35,سایر,سایر
کرم ضد چروک روز هیالورون فیلر حجم 50 میلی لیتر,https://www.khanoumi.com/products/eucerin-wrinkle-filling-treatment-day-spf-15-171,برای چه سنی مناسب هست ؟,8,false,2018-07-11T12:04:04.3333333+00:00,خنثی,0.35,سایر,سایر
گوشواره نقره طرح 03,https://www.khanoumi.com/products/italian-design-179,خیلی خیلی کوچولو و ظریفه  دوستش داشتم ,1,true,2016-03-16T09:52:30.4933333+00:00,خنثی,0.35,سایر,سایر
گوشواره نقره میخی مربع,https://www.khanoumi.com/products/italian-design-186,"واي اين گوشواره عااااااالي بود
كاش يه عالمه ميخريدم خيلي پشيمونم جون خو يه تيكس رو گم كردم و همه هم دوسش دارن ...به دوستامم كادو ميدادم 
لطفا موجود كنيد",1,true,2019-02-09T02:40:07.61+00:00,منفی,0.79,محصول,محصول
محلول سفت کننده ناخن شکننده,https://www.khanoumi.com/products/mavala-scientifique-192,عالیه من همیشه ناخن هام بعد از اینکه کمی رشد می‌کنه میشکنه بعد از استفاده این محصول ناخن هام کاملا بلند و محکم شد ,0,true,2022-09-29T09:06:40+00:00,مثبت,0.79,محصول,محصول
محلول سفت کننده ناخن شکننده,https://www.khanoumi.com/products/mavala-scientifique-192,خیلی عالیه، من چند ماه استفاده میکنم جلوگیری می کنه از پوسته پوسته شدن گوشه های ناخن، لطفا دوباره موجودش کنید,0,true,2020-04-25T19:35:35+00:00,مثبت,0.79,محصول,محصول
محلول سفت کننده ناخن شکننده,https://www.khanoumi.com/products/mavala-scientifique-192,ناخونای من تا یه کم بلند میشه از کنارش میشکنه این محصول رو زدم زودتر از همیشه شکست انگار ناخونام شکننده تر شد .خیلی بد بود .,5,true,2020-02-10T18:50:03+00:00,منفی,0.79,محصول,محصول
محلول سفت کننده ناخن شکننده,https://www.khanoumi.com/products/mavala-scientifique-192,خیلی تاثیر گذاره ناخن های من  نرم بود حتی تو اولین استفاده تاثیرش رو به وضوح میشه دید,2,true,2019-11-20T20:45:22+00:00,خنثی,0.35,محصول,محصول
محلول سفت کننده ناخن شکننده,https://www.khanoumi.com/products/mavala-scientifique-192,این محصول رو میشه زیر لاک استفاده کرد؟و اینکه رو کل سطح ناخن میشه زد یا فقط سر ناخن؟,14,true,2019-10-19T13:56:09+00:00,خنثی,0.35,محصول,محصول
محلول سفت کننده ناخن شکننده,https://www.khanoumi.com/products/mavala-scientifique-192,من قبلا از این محلول استفاده کردم .خیلی موثر هست مخصوصا برای کسانی که ناخن هاشون از گوشه ترک میخوره .اما ناخن من در اثر اینکه محلول کمی پایین تر از بلندی ناخنم مالیده شده بود حدودا تا نصفه کاملا از صفحه جدا شده و سال هاست که خوب نشده دکتر هم رفتن گفت کاری نمیشه کرد .طبق دستور باید فقط به بلندی ناخن بزنید و سر ناخن رو رو به پایین بگیرید تا جذب بشه,19,false,2019-08-19T21:22:42.1266667+00:00,منفی,0.67,محصول,محصول
محلول سفت کننده ناخن شکننده,https://www.khanoumi.com/products/mavala-scientifique-192,خیلی راضیم.ناخن ها رو محکم میکنه و سریع هم جذب میشه.هیچ لایه ی چرب،رنگی یا لاک مانند یا بقایای خشک و سفید رو ناخن به جا نمیذاره.هفته ای یک تا دوبار استفاده کنید و فقط رو خود ناخن بزنید نه رو پوست اطرافش,7,false,2019-07-22T12:03:44.7933333+00:00,مثبت,0.79,محصول,محصول
محلول سفت کننده ناخن شکننده,https://www.khanoumi.com/products/mavala-scientifique-192,فقط ۲ بار استفادش کردم و اثرش به وضوح قابل مشاهدس😍عاشقش شدم،خیلی خوبه,1,true,2019-01-15T04:32:38.0233333+00:00,مثبت,0.91,محصول,محصول
محلول سفت کننده ناخن شکننده,https://www.khanoumi.com/products/mavala-scientifique-192,ببخشید از ۶۹ ب ۸۹ تغییر داشت. هنوز ۲۴ ساعت نشده. من فقط بخاطر این اومدم تو سایت ک خرید کنم,8,false,2018-11-21T19:07:54.1566667+00:00,خنثی,0.35,سایر,سایر
محلول سفت کننده ناخن شکننده,https://www.khanoumi.com/products/mavala-scientifique-192,چرا تو ۱ ساعت قیمت از ۶۲ تومن رسید ب ۸۹ تومن؟,7,false,2018-11-21T19:02:57.74+00:00,خنثی,0.35,تحویل و ارسال | قیمت,تحویل و ارسال
محلول استحکام بخش نیل شید,https://www.khanoumi.com/products/mavala-nail-shield-193,"خانم "" ماسوله "" عزیز / به محض تامین نمونه با کیفیت محصول ازطرف بخش تامین کالا فروشگاه .محصول شارژ و در دسترس شما همراهان عزیز "" خانومی"" قرار خواهد گرفت.",0,false,2016-08-22T16:24:27.4433333+00:00,خنثی,0.35,محصول,محصول
محلول استحکام بخش نیل شید,https://www.khanoumi.com/products/mavala-nail-shield-193,چرا محصولات ماوالا رو شارژ نمی کنید؟  لطفا کانسیلر دور چشمش رو که در سه رنگ موجود هست بیارید عالی ترین کانسیلر  درمانی و آرایشی که من تا به حال استفاده کردم.,0,false,2016-08-22T16:08:52.5666667+00:00,مثبت,0.67,محصول,محصول
انگشتر نقره دوتایی ظریف نگین دار,https://www.khanoumi.com/products/italian-design-196,رویا عزیز / میتوانید در خصوص راهنمای سایز انگشتر  به تلگرام خانومی پیام دهید و یا با فروشگاه تماس حاصل کنید . ,0,false,2016-03-16T12:43:25.2166667+00:00,مثبت,0.67,محصول | اصل بودن کالا | خدمات و پشتیبانی,محصول
انگشتر نقره دوتایی ظریف نگین دار,https://www.khanoumi.com/products/italian-design-196,"راهنمای سایز نداره؟
از کجابفهمیم کدوم سایز مناسبتره؟",3,false,2016-03-15T23:00:14.4733333+00:00,خنثی,0.35,محصول,محصول
انگشتر نقره دوتایی ظریف نگین دار,https://www.khanoumi.com/products/italian-design-196,salam va sepas be khatere site khoobetoon.mishe in mahsoolo too shanse 10.10 gharar bedin,4,false,2015-12-01T22:27:31.8633333+00:00,خنثی,0.35,سایر,سایر
کرم ضد آفتاب بی رنگ مدل پلاس مینرال با SPF 50 مناسب پوست های چرب حجم 50 میلی لیتر,https://www.khanoumi.com/products/avene-very-high-protection-mineral-sun-screen-emulsion-200,اینو کی موجود میکنین؟,12,false,2018-01-31T22:16:01.9933333+00:00,خنثی,0.35,محصول,محصول
کرم ضد آفتاب بی رنگ مدل پلاس مینرال با SPF 50 مناسب پوست های چرب حجم 50 میلی لیتر,https://www.khanoumi.com/products/avene-very-high-protection-mineral-sun-screen-emulsion-200,لطفااااا موجود شه😉,11,false,2017-09-17T15:35:29.65+00:00,خنثی,0.35,محصول,محصول
کرم ضد آفتاب بی رنگ مدل پلاس مینرال با SPF 50 مناسب پوست های چرب حجم 50 میلی لیتر,https://www.khanoumi.com/products/avene-very-high-protection-mineral-sun-screen-emulsion-200,لطفا زودتر موجودش کنید😍😘,16,false,2017-03-10T19:44:10.29+00:00,خنثی,0.35,محصول,محصول
انگشتر نقره کشیده,https://www.khanoumi.com/products/italian-design-202,سلام، از کجا بفهمیم ک رنگشون نمیره؟؟ ,0,false,2018-06-23T23:56:03.54+00:00,خنثی,0.35,محصول,محصول
انگشتر نقره کشیده,https://www.khanoumi.com/products/italian-design-202,"طراحی خیلی زیبایی داره .
سلیقه ی سایتتون رو تحسین میکنم",0,false,2015-11-18T14:26:10.25+00:00,خنثی,0.35,سایر,سایر
کرم ضد آفتاب مدل بی رنگ پلاس مینرال با SPF 50 مناسب پوست های حساس حجم 50 میلی لیتر,https://www.khanoumi.com/products/avene-very-high-protection-emulsion-spf-50-sun-screen-emulsion-208,لطفا موجودش کنید خیلی خوبه,0,false,2026-07-31T22:52:08.4496524+03:30,مثبت,0.91,محصول,محصول
نیم ست نقره پروانه,https://www.khanoumi.com/products/italian-design-210,"خانم "" نصرتی "" عزیز / با تشکر از حس توجه شما . پیشنهاد ارزشمندتان به بخش "" تامین کالا "" فروشگاه "" خانومی "" ارجاع داده خواهد شد . ",1,false,2016-07-24T10:40:15.5666667+00:00,مثبت,0.67,سایر,سایر
نیم ست نقره پروانه,https://www.khanoumi.com/products/italian-design-210,"سلام
لطفا مدل های متنوع تر و زیبا تر و جدیدتر بیارین
متشکرم",1,false,2016-07-24T01:21:47.6766667+00:00,خنثی,0.35,محصول,محصول
کرم ضد آفتاب رنگی با SPF 50 پلاس مناسب پوست های چرب حجم 50 میلی لیتر,https://www.khanoumi.com/products/very-high-protection-sun-screen-cream-212,چرا این محصول موجود نمیشه پس:( خیلی وقته منتظرم موجودش کنین,9,false,2017-05-30T19:50:58.8166667+00:00,خنثی,0.35,محصول,محصول
گردنبند کریستال و نقره شکست دار,https://www.khanoumi.com/products/made-with-swarovski-elements-215,آيا با جعبه و گارانتي أصل بودن ميفرستين؟ممنون ميشم جواب بدين,3,false,2018-03-27T13:52:49.0133333+00:00,ترکیبی,0.66,محصول | خدمات و پشتیبانی,محصول
گردنبند کریستال و نقره شکست دار,https://www.khanoumi.com/products/made-with-swarovski-elements-215,ببخشيد تصوير مدل هفت رنگ نمي آيد چكار كنم؟,0,false,2018-03-27T13:18:37.9866667+00:00,خنثی,0.35,محصول,محصول
گردنبند کریستال و نقره شکست دار,https://www.khanoumi.com/products/made-with-swarovski-elements-215,ببخشید میشه بگیذ طول زنجیرش چقدره ؟ و اینکه ایا زنجیرش هم نقره س ؟,2,false,2018-02-11T14:30:24.0933333+00:00,خنثی,0.35,سایر,سایر
گردنبند کریستال و نقره دایره برش دار,https://www.khanoumi.com/products/made-with-swarovski-elements-216,من برا خريدش منتظر جوابتونم، ايا با زنجيره؟,0,false,2016-12-07T20:35:17.5566667+00:00,خنثی,0.35,سایر,سایر
گردنبند کریستال و نقره دایره برش دار,https://www.khanoumi.com/products/made-with-swarovski-elements-216,اين كار با زنجيره؟,0,false,2016-12-05T17:33:19.7766667+00:00,خنثی,0.35,سایر,سایر
گردنبند کریستال و نقره دایره برش دار,https://www.khanoumi.com/products/made-with-swarovski-elements-216,AYA IN MAHSULAT HAM SHAMELE TAKHFIF KHAHAD SHOD??,1,false,2016-01-23T01:18:27.8233333+00:00,خنثی,0.35,سایر,سایر
آویز نقره با نگینهای ریز و کریستال قلب,https://www.khanoumi.com/products/made-with-swarovski-elements-217,سلام کی شارژ میشه بی صبرانه منتظریم,0,false,2022-11-26T23:15:12+00:00,خنثی,0.35,سایر,سایر
آویز نقره با نگینهای ریز و کریستال قلب,https://www.khanoumi.com/products/made-with-swarovski-elements-217,خواهشا کارهای این برند رو دوباره شارژ کنید. ,1,false,2017-03-06T15:39:26.1166667+00:00,خنثی,0.35,سایر,سایر
آویز نقره با نگینهای ریز و کریستال قلب,https://www.khanoumi.com/products/made-with-swarovski-elements-217,گارانتی نداره این کار؟نگینای ریزش برا من ریخته,1,true,2016-11-29T15:28:29.3566667+00:00,خنثی,0.35,خدمات و پشتیبانی,خدمات و پشتیبانی
آویز نقره با نگینهای ریز و کریستال قلب,https://www.khanoumi.com/products/made-with-swarovski-elements-217,"خانم "" قادری "" عزیز "" / به محض تامین نمونه با کیفیت محصول ازطرف بخش تامین کالا فروشگاه .محصول شارژ و در دسترس شما همراهان عزیز "" خانومی"" قرار خواهد گرفت
. میتوانید در صفحه محصول "" آیکون "" به من اطلاع بده "" را فعال کنید تا در زمان شارژ کالا از طریق پیامک و ایمیل اطلاع پیدا کنید .
",1,false,2016-11-06T14:32:21.5+00:00,منفی,0.79,محصول,محصول
آویز نقره با نگینهای ریز و کریستال قلب,https://www.khanoumi.com/products/made-with-swarovski-elements-217,اين كار خيلي قشنگه. اگه زيورآلات رو شارژ نميكنين، حداقل سعي كنين از اين كار بازم بيارين، من ميخوام  :((((((,0,false,2016-11-05T01:06:09.0866667+00:00,خنثی,0.35,سایر,سایر
آویز نقره با نگینهای ریز و کریستال قلب,https://www.khanoumi.com/products/made-with-swarovski-elements-217,"خانم سیفی عزیز / بله گردنبند نقره با نگینهای ریز و کریستال قلب سواروسکی همراه با زنجیر به فروش میرسد.
",0,false,2016-03-05T16:49:23.5266667+00:00,خنثی,0.35,سایر,سایر
آویز نقره با نگینهای ریز و کریستال قلب,https://www.khanoumi.com/products/made-with-swarovski-elements-217,این محصول زنجیر هم همراهشه؟,0,true,2016-03-05T09:29:11.6033333+00:00,خنثی,0.35,محصول,محصول
گردنبند نقره مولتی با آویزهای ظریف,https://www.khanoumi.com/products/italian-design-222,من خریدمش خیلی ناز و ظریف و دخترونه است . ,3,true,2016-03-16T09:51:59.59+00:00,خنثی,0.35,سایر,سایر
شامپو  مدل اکتیو A2 مناسب مو و پوست سر چرب 250 میلی لیتر,https://www.khanoumi.com/products/alpecin-shampoo-a2-223,"خانم "" رحمانی "" عزیز / اگر موهای چربی دارید . میتوانید از A2 شامپو اکتيو آلپسین استفاده کنید . ",3,false,2016-07-23T13:09:53.3633333+00:00,خنثی,0.35,محصول,محصول
شامپو  مدل اکتیو A2 مناسب مو و پوست سر چرب 250 میلی لیتر,https://www.khanoumi.com/products/alpecin-shampoo-a2-223,با سلام من موهام چربه . برای رویش مجدد مو و چربی این شامپو رو بگیرم یا c1 ؟,9,false,2016-07-23T11:26:12.7866667+00:00,خنثی,0.35,محصول,محصول
گردنبند کریستال نقره شبدر صورتی,https://www.khanoumi.com/products/made-with-swarovski-elements-224,خانم آرین عزیز / منو زیور آلات نیز مانند الباقی منو ها شامل تخفیف اسفند ماه میشوند. و همانطور که مشاهده میکنید . کلیه  زیور آلات امروز در تخفیف قرار گرفتند.,2,false,2016-02-22T13:09:53.71+00:00,خنثی,0.35,قیمت,قیمت
گردنبند کریستال نقره شبدر صورتی,https://www.khanoumi.com/products/made-with-swarovski-elements-224,توی گروه زیور الات که نگاه کردم  ، روی زیور آلات اصلا یا خیلی کم تخفیف گذاشتید درصورتیکه  توی فروش ، زیور الات می تونه تخفیف های خوبی بخوره و کلا جای تخفیف زیاد داره و با توجه به اینکه عید هم نزدیکه لطفا حتما زیورالات مخصوصا این گردنبند و توی تخفیف یا شانس قرار بدید    مرسی,11,false,2016-02-18T14:36:40.62+00:00,مثبت,0.79,قیمت | اصل بودن کالا,قیمت
شامپو ضد شوره مدل اکتیو A3 حجم 250 میلی لیتر,https://www.khanoumi.com/products/alpecin-shampoo-a3-225,آلپسین  برای پر پشت شدن موهام گرفتم هم ریزش  و کم کرد و هم رویش و خوب کرد ولی مدتی هست که استفاده نمی کنم و دوباره ریزش گرفت ولی شامپو چایی سبز پرمون و با نرم کننده پرونایس و که گرفتم خوب بود هم ریزشش قطع شد و هم خوب رشدکرد ,1,false,2019-06-15T16:24:22.8833333+00:00,مثبت,0.95,محصول,محصول
شامپو مدل c1 حاوی کافئین حجم 250 میلی لیتر,https://www.khanoumi.com/products/alpecin-caffeine-shampoo-c1-227,"من راضی نبودم موهام چربه تقریبا و رنگ شده 
این شامپو سه دوره زدم بی فایده بود 
موهامو خیلی خشک تر میکرد 
الکی پول ندین به این شامپوها",0,true,2026-06-07T16:40:09.1742556+03:30,منفی,0.67,محصول,محصول
