نام محصول,لینک محصول,متن کامنت,تعداد لایک,خریدار,تاریخ ثبت,احساس نظر,اطمینان احساس,دسته‌بندی‌ها,دسته اصلی
ماسک و اسکراب زغال و شکر سیاه حجم 175 میلی لیتر,https://www.khanoumi.com/products/freeman-charcoal-and-black-sugar-facial-polishing-mask-10187,من این مدل اسکراب رو داشتم و میخوام دوباره بگیرم.پوستم چربه و واقعا تاثیرش خوب بوده.,0,true,2020-06-01T01:49:51+00:00,مثبت,0.79,محصول,محصول
ماسک و اسکراب زغال و شکر سیاه حجم 175 میلی لیتر,https://www.khanoumi.com/products/freeman-charcoal-and-black-sugar-facial-polishing-mask-10187,عالیه خیلی خوبه😍,2,false,2020-05-31T17:03:23+00:00,مثبت,0.95,سایر,سایر
ماسک و اسکراب زغال و شکر سیاه حجم 175 میلی لیتر,https://www.khanoumi.com/products/freeman-charcoal-and-black-sugar-facial-polishing-mask-10187,خیلی خوبه,0,false,2020-05-09T15:04:06+00:00,مثبت,0.91,سایر,سایر
ماسک و اسکراب زغال و شکر سیاه حجم 175 میلی لیتر,https://www.khanoumi.com/products/freeman-charcoal-and-black-sugar-facial-polishing-mask-10187,برای جوش های سرسیاه عالیه,1,false,2020-05-04T21:43:10+00:00,مثبت,0.79,سایر,سایر
ماسک و اسکراب زغال و شکر سیاه حجم 175 میلی لیتر,https://www.khanoumi.com/products/freeman-charcoal-and-black-sugar-facial-polishing-mask-10187,سلام. این کار را تا قبل از عید موجود نمیکنین؟,8,true,2019-03-03T13:18:56.1133333+00:00,خنثی,0.35,محصول,محصول
ماسک و اسکراب زغال و شکر سیاه حجم 175 میلی لیتر,https://www.khanoumi.com/products/freeman-charcoal-and-black-sugar-facial-polishing-mask-10187,سلام.از این برند ماسک گندم طلایی رو میخام.لطفا موجود کنید.ممنون,2,false,2019-01-22T11:38:17.8033333+00:00,مثبت,0.67,محصول,محصول
ماسک و اسکراب زغال و شکر سیاه حجم 175 میلی لیتر,https://www.khanoumi.com/products/freeman-charcoal-and-black-sugar-facial-polishing-mask-10187,من این ماسک و ماسک خواب فریمن همین الان به دستم رسید.هیچ پلمپی وجود ندارده و هیچ راهی برای اینکه متوجه بشید ماسک آکبند هست یا نه نداره.هر دو 175 میل هستند ولی ماسک خواب کاملا سبک و نیمه پره و تیوپ ماسک زغال آسیب دیده و عین بادکنک پر از باده و خیلی از ماسک خواب سنگین تره!!...واقعا نمیدونم میتونم به این محصولات که به دستم رسیده اعتماد کنم یا نه...,33,true,2018-11-27T15:39:29.3466667+00:00,خنثی,0.35,تحویل و ارسال | محصول,تحویل و ارسال
ماسک و اسکراب زغال و شکر سیاه حجم 175 میلی لیتر,https://www.khanoumi.com/products/freeman-charcoal-and-black-sugar-facial-polishing-mask-10187,اگه میشه محصولات جدیدی ک فری من تو سایتش گذاشته شما هم بیارن :),2,true,2018-11-24T22:11:18.94+00:00,خنثی,0.35,محصول,محصول
ماسک و اسکراب زغال و شکر سیاه حجم 175 میلی لیتر,https://www.khanoumi.com/products/freeman-charcoal-and-black-sugar-facial-polishing-mask-10187,من از این ماسک استفاده کردم و خیلی راضیم-خیلی خوب پاک میکنه و توی همون سری اول سفید و براق شدن پوست مشخص میشه فقط کسایی که پوست حساس و نازکی دارن هفته ای یه بار استفادش کنن,0,false,2018-11-24T13:53:14.7566667+00:00,مثبت,0.95,محصول,محصول
ماسک و اسکراب زغال و شکر سیاه حجم 175 میلی لیتر,https://www.khanoumi.com/products/freeman-charcoal-and-black-sugar-facial-polishing-mask-10187,الان کدوم محصول ارسال میشه؟ لیبل ابی یا لیبل مشکی؟!؟!؟!,1,true,2018-11-23T04:29:15.49+00:00,خنثی,0.35,محصول | تحویل و ارسال,محصول
ماسک و اسکراب زغال و شکر سیاه حجم 175 میلی لیتر,https://www.khanoumi.com/products/freeman-charcoal-and-black-sugar-facial-polishing-mask-10187,سلام خسته نباشید چرا شکل این ماسک با سایتهای دیگه فرق میکنه؟,1,true,2018-11-20T01:46:59.3566667+00:00,خنثی,0.35,سایر,سایر
ماسک و اسکراب زغال و شکر سیاه حجم 175 میلی لیتر,https://www.khanoumi.com/products/freeman-charcoal-and-black-sugar-facial-polishing-mask-10187,من ازش راضيم خيلى عمقى تميز ميكنه,5,true,2018-09-15T12:03:22.2566667+00:00,مثبت,0.79,سایر,سایر
ماسک و اسکراب زغال و شکر سیاه حجم 175 میلی لیتر,https://www.khanoumi.com/products/freeman-charcoal-and-black-sugar-facial-polishing-mask-10187,لطفا این محصولِ ماسک و اسکراب زغال و شکر سیاه فیری من رو بذارین داخل شانس 10:10,27,true,2018-07-27T17:58:52.1833333+00:00,خنثی,0.35,محصول,محصول
ماسک و اسکراب زغال و شکر سیاه حجم 175 میلی لیتر,https://www.khanoumi.com/products/freeman-charcoal-and-black-sugar-facial-polishing-mask-10187,من اين محصول رو سفارش دادم دو روز پيش چرا نميرسه😐چرا جواب اس و تلفن نميدين😡,1,true,2018-07-19T08:22:35.75+00:00,خنثی,0.35,محصول,محصول
ماسک و اسکراب زغال و شکر سیاه حجم 175 میلی لیتر,https://www.khanoumi.com/products/freeman-charcoal-and-black-sugar-facial-polishing-mask-10187,ماسک خوبیه خوشبو بود و پوست رو نرم و روشن میکنه,1,true,2018-07-11T14:15:48.1566667+00:00,مثبت,0.67,محصول,محصول
ماسک و اسکراب زغال و شکر سیاه حجم 175 میلی لیتر,https://www.khanoumi.com/products/freeman-charcoal-and-black-sugar-facial-polishing-mask-10187,جوش زیر پوستی آورد برام و کلا بد بود,4,true,2018-06-22T14:12:00.0566667+00:00,منفی,0.79,محصول,محصول
ماسک و اسکراب زغال و شکر سیاه حجم 175 میلی لیتر,https://www.khanoumi.com/products/freeman-charcoal-and-black-sugar-facial-polishing-mask-10187,لطفا شارژ كنيد تا بتونيم با خريداي عيد فطر ثبت كنيم مرسي,0,true,2018-06-14T03:23:28.02+00:00,مثبت,0.67,سایر,سایر
ماسک و اسکراب زغال و شکر سیاه حجم 175 میلی لیتر,https://www.khanoumi.com/products/freeman-charcoal-and-black-sugar-facial-polishing-mask-10187, توی مرحله ی خرید بودم دیدم نمیتونم سفارش بدم و تموم شده خیلی توی ذوقم خورد😔,0,false,2018-06-13T15:32:07.83+00:00,منفی,0.67,محصول,محصول
ماسک و اسکراب زغال و شکر سیاه حجم 175 میلی لیتر,https://www.khanoumi.com/products/freeman-charcoal-and-black-sugar-facial-polishing-mask-10187,فوق العاده بود,0,true,2018-06-09T23:21:01.7866667+00:00,مثبت,0.67,محصول,محصول
ماسک و اسکراب زغال و شکر سیاه حجم 175 میلی لیتر,https://www.khanoumi.com/products/freeman-charcoal-and-black-sugar-facial-polishing-mask-10187,لطفا توی شانس 10 10 قرارش بدین,13,false,2018-04-25T13:25:34.9366667+00:00,منفی,0.67,سایر,سایر
ماسک و اسکراب زغال و شکر سیاه حجم 175 میلی لیتر,https://www.khanoumi.com/products/freeman-charcoal-and-black-sugar-facial-polishing-mask-10187,"با سلام و خسته نباشید 
این محصول امروز همراه با یک تونر به دستم رسید ممنون ار ارسال سروقت شما فقط یک سوالی داشتم.
اینکه خریدهای دریافتی من پلمپ نبودند. مخواستم بدونم همه خریدهای به این صورته و چرا؟",9,true,2018-04-09T14:32:16.5666667+00:00,ترکیبی,0.66,تحویل و ارسال | محصول,تحویل و ارسال
ماسک و اسکراب زغال و شکر سیاه حجم 175 میلی لیتر,https://www.khanoumi.com/products/freeman-charcoal-and-black-sugar-facial-polishing-mask-10187,"من همین امروز ب دستم رسید...
دقیقن امروز باید شانس ده ده میذاشتید چراااا",0,false,2018-04-07T14:02:38.19+00:00,خنثی,0.35,تحویل و ارسال,تحویل و ارسال
ماسک و اسکراب زغال و شکر سیاه حجم 175 میلی لیتر,https://www.khanoumi.com/products/freeman-charcoal-and-black-sugar-facial-polishing-mask-10187,تاریخ انقضای این ماسک تا کی هست؟؟؟,0,false,2018-04-05T19:17:24.9933333+00:00,خنثی,0.35,سایر,سایر
ماسک و اسکراب زغال و شکر سیاه حجم 175 میلی لیتر,https://www.khanoumi.com/products/freeman-charcoal-and-black-sugar-facial-polishing-mask-10187,"ماسک اسکراب خوبیه اونجوری که فکر میکرم عمیق سرسیاه هارو از بین نمیبره با اینکه دو ماهی هست ازش استفاده میکنم .
پوست رو نرم و شفاف میکنه روشن شدن پوست مشخصه بعد مصرفش و از اینش راضیم",1,true,2018-04-02T18:41:14.0266667+00:00,مثبت,0.91,محصول,محصول
ماسک و اسکراب زغال و شکر سیاه حجم 175 میلی لیتر,https://www.khanoumi.com/products/freeman-charcoal-and-black-sugar-facial-polishing-mask-10187,سلام و عرض ادب. ببخشید من دیشب به جای انتخاب این محصول دوبار ماسک آواکادو رو انتخاب کردم و خرید کردم. بعد از واریز و ثبت متوجه اشتباهم شدم. ارسال رو زدم 8ام فروردین. امکانش هست یکی از ماسکهای آواکادو رو با این ماسک تعویض کنید. به امداد مشتریان هم پیام دادم,0,true,2018-03-17T07:32:41.11+00:00,خنثی,0.35,محصول | تحویل و ارسال,محصول
ماسک و اسکراب زغال و شکر سیاه حجم 175 میلی لیتر,https://www.khanoumi.com/products/freeman-charcoal-and-black-sugar-facial-polishing-mask-10187,"سلام
من تو سبد خرید اضافه کردم این ماسک رو ظهر ولی شب اومدم با چند تا محصول دیگه ثبت نهایی کنم دیدم تموم شده میشه لطفا موجودش کنید میخوام سفارشمو کامل کمم",1,true,2018-02-26T22:54:14.82+00:00,منفی,0.67,محصول,محصول
ماسک و اسکراب زغال و شکر سیاه حجم 175 میلی لیتر,https://www.khanoumi.com/products/freeman-charcoal-and-black-sugar-facial-polishing-mask-10187,لطفا شارژش کنید.,6,true,2017-12-13T11:38:15.6466667+00:00,خنثی,0.35,سایر,سایر
ماسک و اسکراب زغال و شکر سیاه حجم 175 میلی لیتر,https://www.khanoumi.com/products/freeman-charcoal-and-black-sugar-facial-polishing-mask-10187,همه ی ماسکای فری من تموم شده لطفا شارژشون کنید ,8,true,2017-10-28T08:35:37.7533333+00:00,خنثی,0.35,محصول,محصول
ماسک و اسکراب زغال و شکر سیاه حجم 175 میلی لیتر,https://www.khanoumi.com/products/freeman-charcoal-and-black-sugar-facial-polishing-mask-10187,شارژش کنید تورو خدا کلا ماسکای فری منتون تموم شده بیشترش شارژ کنید خواهشا,16,false,2017-07-22T14:24:15.04+00:00,خنثی,0.35,محصول,محصول
ماسک و اسکراب زغال و شکر سیاه حجم 175 میلی لیتر,https://www.khanoumi.com/products/freeman-charcoal-and-black-sugar-facial-polishing-mask-10187,شارژ,10,false,2017-06-24T22:13:09.41+00:00,خنثی,0.35,سایر,سایر
ماسک و اسکراب زغال و شکر سیاه حجم 175 میلی لیتر,https://www.khanoumi.com/products/freeman-charcoal-and-black-sugar-facial-polishing-mask-10187,من ازاین ماسک استفاده کردم و خیلی راضی بوودم. از همون بار اول تفاوت و میتونید احساس کنید. حتی اطرافیانم متوجه تغییر شده بودن. هم پوست لطیف و نرم میشه هم به مرور جوش های سر سیاه و از بین میبره. ,7,true,2017-04-30T16:29:37.5466667+00:00,مثبت,0.67,محصول,محصول
ماسک و اسکراب زغال و شکر سیاه حجم 175 میلی لیتر,https://www.khanoumi.com/products/freeman-charcoal-and-black-sugar-facial-polishing-mask-10187,شانس لطفاً 🙏 ,9,false,2017-04-25T09:36:19.0433333+00:00,خنثی,0.35,سایر,سایر
ماسک و اسکراب زغال و شکر سیاه حجم 175 میلی لیتر,https://www.khanoumi.com/products/freeman-charcoal-and-black-sugar-facial-polishing-mask-10187,سلام..لطفا اينو توى شانس بذارين!,8,false,2017-04-17T15:32:49.3066667+00:00,خنثی,0.35,سایر,سایر
ماسک و اسکراب زغال و شکر سیاه حجم 175 میلی لیتر,https://www.khanoumi.com/products/freeman-charcoal-and-black-sugar-facial-polishing-mask-10187,شانس بذارید لطفا ... ,2,false,2017-04-12T09:49:20.1866667+00:00,خنثی,0.35,سایر,سایر
ماسک و اسکراب زغال و شکر سیاه حجم 175 میلی لیتر,https://www.khanoumi.com/products/freeman-charcoal-and-black-sugar-facial-polishing-mask-10187,شانس لطفا,6,false,2017-04-03T11:43:37.0666667+00:00,خنثی,0.35,سایر,سایر
ماسک و اسکراب زغال و شکر سیاه حجم 175 میلی لیتر,https://www.khanoumi.com/products/freeman-charcoal-and-black-sugar-facial-polishing-mask-10187,شانس شانس شانس,11,false,2017-02-07T04:47:34.3233333+00:00,خنثی,0.35,سایر,سایر
ماسک و اسکراب زغال و شکر سیاه حجم 175 میلی لیتر,https://www.khanoumi.com/products/freeman-charcoal-and-black-sugar-facial-polishing-mask-10187,لطفا بذارید شانس 1010.,13,false,2017-01-30T19:06:01.7533333+00:00,خنثی,0.35,سایر,سایر
ماسک و اسکراب زغال و شکر سیاه حجم 175 میلی لیتر,https://www.khanoumi.com/products/freeman-charcoal-and-black-sugar-facial-polishing-mask-10187,لطفا بذارید شانس 1010.,7,false,2017-01-30T19:06:01.4266667+00:00,خنثی,0.35,سایر,سایر
ماسک و اسکراب زغال و شکر سیاه حجم 175 میلی لیتر,https://www.khanoumi.com/products/freeman-charcoal-and-black-sugar-facial-polishing-mask-10187,شانس 10.10,5,false,2017-01-30T19:03:46.5166667+00:00,خنثی,0.35,سایر,سایر
ماسک و اسکراب زغال و شکر سیاه حجم 175 میلی لیتر,https://www.khanoumi.com/products/freeman-charcoal-and-black-sugar-facial-polishing-mask-10187,اسکراب خوبیه من هر از مدتی استفاده میکنم تنها عیبش اینه ک وقتی به دستم رسید پلمب خود سایتو داشت ولی درشو ک باز کردم پلمب نفره ای ک همه محصولات بهداشتی دارن رو نداشت اینم نظر من به درخواست اون دوستمون,10,true,2017-01-30T08:57:43.8866667+00:00,مثبت,0.67,محصول | تحویل و ارسال,محصول
ماسک و اسکراب زغال و شکر سیاه حجم 175 میلی لیتر,https://www.khanoumi.com/products/freeman-charcoal-and-black-sugar-facial-polishing-mask-10187,خیلی وقته این تموم شده چرا شارژش نمیکنین خیلی از محصولات اسکزابتون تموم شدن ولی نمیدونن بعد ۲.۳ ماه چرا هنوز شارژ نشدن,13,false,2017-01-13T01:45:16.2466667+00:00,خنثی,0.35,محصول,محصول
ماسک و اسکراب زغال و شکر سیاه حجم 175 میلی لیتر,https://www.khanoumi.com/products/freeman-charcoal-and-black-sugar-facial-polishing-mask-10187,26 نفر اومدن امتیازهای کم و زیاد دادن ولی یه نفر نگفته چرا بد بوده و امتیاز کم داده یا خوب بوده و چیش خوب بوده! تمام نظرات تقاضای شانس و موجود شدنه! :| ,16,false,2017-01-09T12:34:41.9266667+00:00,ترکیبی,0.92,محصول,محصول
ماسک و اسکراب زغال و شکر سیاه حجم 175 میلی لیتر,https://www.khanoumi.com/products/freeman-charcoal-and-black-sugar-facial-polishing-mask-10187,"خانم "" فرستیی"" عزیز / به محض تامین نمونه با کیفیت محصول ازطرف بخش تامین کالا فروشگاه .محصول شارژ و در دسترس شما همراهان عزیز "" خانومی"" قرار خواهد گرفت
. میتوانید در صفحه محصول "" آیکون "" به من اطلاع بده "" را فعال کنید تا در زمان شارژ کالا از طریق پیامک و ایمیل اطلاع پیدا کنید .
",1,false,2016-12-06T13:36:43.6266667+00:00,منفی,0.79,محصول,محصول
ماسک و اسکراب زغال و شکر سیاه حجم 175 میلی لیتر,https://www.khanoumi.com/products/freeman-charcoal-and-black-sugar-facial-polishing-mask-10187,من از اینم میخام زودتر شارژ کنید لطفا,3,false,2016-12-05T16:31:19.9933333+00:00,خنثی,0.35,سایر,سایر
ماسک و اسکراب زغال و شکر سیاه حجم 175 میلی لیتر,https://www.khanoumi.com/products/freeman-charcoal-and-black-sugar-facial-polishing-mask-10187,"خانم "" آراسته "" عزیز /میتوانید در صفحه محصول آیکون "" به من اطلاع بده "" را فعال کنید تا هم شانس در تخفیف قرار گرفتن محصول مورد علاقه تان را افزایش دهید و هم در زمان در تخفیف قرار گرفتن آن از طریق پیامک و ایمیل اطلاع پیدا کنید .
",1,false,2016-11-19T09:27:00.5166667+00:00,منفی,0.79,محصول | قیمت,محصول
ماسک و اسکراب زغال و شکر سیاه حجم 175 میلی لیتر,https://www.khanoumi.com/products/freeman-charcoal-and-black-sugar-facial-polishing-mask-10187,شانسش کنید ممنون,7,true,2016-11-17T08:14:55.5166667+00:00,مثبت,0.67,سایر,سایر
ماسک و اسکراب زغال و شکر سیاه حجم 175 میلی لیتر,https://www.khanoumi.com/products/freeman-charcoal-and-black-sugar-facial-polishing-mask-10187,خب بیارید دیگه این محصول رو!!! چرا موجود نمیشه؟؟؟؟,5,false,2016-11-16T20:47:41.51+00:00,خنثی,0.35,محصول,محصول
ماسک و اسکراب زغال و شکر سیاه حجم 175 میلی لیتر,https://www.khanoumi.com/products/freeman-charcoal-and-black-sugar-facial-polishing-mask-10187,"خانم ""آراسته"" عزیز / به محض تامین نمونه با کیفیت محصول ازطرف بخش تامین کالا فروشگاه .محصول شارژ و در دسترس شما همراهان عزیز "" خانومی"" قرار خواهد گرفت
. میتوانید در صفحه محصول "" آیکون "" به من اطلاع بده "" را فعال کنید تا در زمان شارژ کالا از طریق پیامک و ایمیل اطلاع پیدا کنید .
",2,false,2016-11-07T09:47:55.7933333+00:00,منفی,0.79,محصول,محصول
ماسک و اسکراب زغال و شکر سیاه حجم 175 میلی لیتر,https://www.khanoumi.com/products/freeman-charcoal-and-black-sugar-facial-polishing-mask-10187,با سلام من منتظر این و ماسک نعنا هستم میشه زودتر موجودشون کنید?,2,true,2016-11-06T16:50:31.4866667+00:00,خنثی,0.35,محصول,محصول
ماسک و اسکراب زغال و شکر سیاه حجم 175 میلی لیتر,https://www.khanoumi.com/products/freeman-charcoal-and-black-sugar-facial-polishing-mask-10187,من اینو خریدم خیلی خوبه،هفته ای یه بار استفاده میکنم، پوستم هم چربه,11,false,2016-10-14T11:20:46.6266667+00:00,مثبت,0.91,محصول,محصول
ماسک و اسکراب زغال و شکر سیاه حجم 175 میلی لیتر,https://www.khanoumi.com/products/freeman-charcoal-and-black-sugar-facial-polishing-mask-10187,خانم مژگان زاده خاطر من همچنان منتظرم لطفا حتما موجود  كنين ممنون🙏🏽🙏🏽😊😊 ,6,false,2016-09-30T20:40:04+00:00,مثبت,0.67,محصول,محصول
ماسک و اسکراب زغال و شکر سیاه حجم 175 میلی لیتر,https://www.khanoumi.com/products/freeman-charcoal-and-black-sugar-facial-polishing-mask-10187,"خانم "" بابائی"" عزیز / به محض تامین نمونه با کیفیت محصول ازطرف بخش تامین کالا فروشگاه .محصول شارژ و در دسترس شما همراهان عزیز "" خانومی"" قرار خواهد گرفت
. میتوانید در صفحه محصول "" آیکون "" به من اطلاع بده "" را فعال کنید تا در زمان شارژ کالا از طریق پیامک و ایمیل اطلاع پیدا کنید .",1,false,2016-09-25T13:42:09.32+00:00,منفی,0.79,محصول,محصول
ماسک و اسکراب زغال و شکر سیاه حجم 175 میلی لیتر,https://www.khanoumi.com/products/freeman-charcoal-and-black-sugar-facial-polishing-mask-10187,سلام.لطفا اینو شارژ کنید..تشکر,3,false,2016-09-25T13:11:17.4866667+00:00,خنثی,0.35,سایر,سایر
ماسک و اسکراب زغال و شکر سیاه حجم 175 میلی لیتر,https://www.khanoumi.com/products/freeman-charcoal-and-black-sugar-facial-polishing-mask-10187,"خانم "" عرب "" عزیز /به محض تامین نمونه با کیفیت محصول ازطرف بخش تامین کالا فروشگاه .محصول شارژ و در دسترس شما همراهان عزیز "" خانومی"" قرار خواهد گرفت
. میتوانید در صفحه محصول "" آیکون "" به من اطلاع بده "" را فعال کنید تا در زمان شارژ کالا از طریق پیامک و ایمیل اطلاع پیدا کنید .",0,false,2016-09-24T10:05:29.6833333+00:00,منفی,0.79,محصول,محصول
ماسک و اسکراب زغال و شکر سیاه حجم 175 میلی لیتر,https://www.khanoumi.com/products/freeman-charcoal-and-black-sugar-facial-polishing-mask-10187,"سلام لطفا خیلی خیلی خیلی زود موجودش کنید
بسیار بسیار بسیار منتظریم😊",5,false,2016-09-23T16:29:19.8566667+00:00,خنثی,0.35,محصول,محصول
ماسک و اسکراب زغال و شکر سیاه حجم 175 میلی لیتر,https://www.khanoumi.com/products/freeman-charcoal-and-black-sugar-facial-polishing-mask-10187,"خانم "" ابراهیمی "" عزیز /  به محض تامین نمونه با کیفیت محصول ازطرف بخش تامین کالا فروشگاه .محصول شارژ و در دسترس شما همراهان عزیز "" خانومی"" قرار خواهد گرفت.ضمن آنکه میتوانید در صفحه محصول "" آیکون "" به من اطلاع بده "" را فعال کنید تا در زمان شارژ کالا از طریق پیامک و ایمیل اطلاع پیدا کنید .",0,false,2016-08-20T12:38:26.0066667+00:00,منفی,0.79,محصول,محصول
ماسک و اسکراب زغال و شکر سیاه حجم 175 میلی لیتر,https://www.khanoumi.com/products/freeman-charcoal-and-black-sugar-facial-polishing-mask-10187,سلام.ای کاش زودتر موجودش کنین,4,false,2016-08-20T12:32:51.4+00:00,خنثی,0.35,محصول,محصول
ماسک و اسکراب زغال و شکر سیاه حجم 175 میلی لیتر,https://www.khanoumi.com/products/freeman-charcoal-and-black-sugar-facial-polishing-mask-10187,"آقای نصری عزیز / متاستفانه تاریخ دقیقی در خصوص زمان شارژ کالا در حال حاضردر دسترس نیست . میتوانید آیکون "" به من اطلاع بده"" در صفحه محصول را فعال کنید تا در زمان شارژ کالا از طریق پیامک و ایمیل اطلاع پیدا کنید . ",1,false,2016-06-19T11:14:47.4866667+00:00,منفی,0.79,محصول,محصول
ماسک و اسکراب زغال و شکر سیاه حجم 175 میلی لیتر,https://www.khanoumi.com/products/freeman-charcoal-and-black-sugar-facial-polishing-mask-10187,"سلام
میخوام بخرمش 
موجودش میکنید؟",5,false,2016-06-18T19:39:03.1766667+00:00,خنثی,0.35,محصول,محصول
ماسک و اسکراب زغال و شکر سیاه حجم 175 میلی لیتر,https://www.khanoumi.com/products/freeman-charcoal-and-black-sugar-facial-polishing-mask-10187,شانس خانومی,11,false,2016-05-28T21:26:43.7366667+00:00,خنثی,0.35,سایر,سایر
